annotator_ID|topic|original_text|counterfactual|timeInS|a_frames|a_fluency|a_meaning|experiment_type|original_frames|target_frames
99|ne|But the plan includes no economic rewards for keeping existing efficient , well-run plants in operation .|But the plan includes no economic rewards for keeping existing nuclear, well-run plants in operation.|484|--ENERGY----------|4|1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-RELIABILITY|TECHNOLOGICAL//TECHNOLOGICAL
11|ne|Certainly orders of magnitude larger than the corrupting ability of green power , in terms of dollars .|Certainly orders of magnitude larger than the corrupting ability of nuclear power, in terms of dollars.|31|-COSTS-----------|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-RENEWABLES|PUBLIC
31|ne|Certainly orders of magnitude larger than the corrupting ability of green power , in terms of dollars .|Certainly orders of magnitude larger than the corrupting ability of nuclear power, in terms of dollars.|50|------------|3|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-RENEWABLES|PUBLIC
99|ne|Certainly orders of magnitude larger than the corrupting ability of green power , in terms of dollars .|Certainly orders of magnitude larger than the corrupting ability of nuclear power, in terms of dollars.|97|-COSTS-----------|3|1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-RENEWABLES|PUBLIC
11|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|Coal and natural gas power plants discharge carbon dioxide into the air, which causes a number of environmental problems.|36|---ENVIRONMENTAL--HEALTH-------|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|FOSSIL
31|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|Coal and natural gas power plants discharge carbon dioxide into the air, which causes a number of environmental problems.|46|---ENVIRONMENTAL-FOSSIL--------|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|FOSSIL
99|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|Coal and natural gas power plants discharge carbon dioxide into the air, which causes a number of environmental problems.|128|---ENVIRONMENTAL---------|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|FOSSIL
11|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|Coal and natural gas power plants discharge carbon dioxide into the air, which causes a number of problems.|14|---ENVIRONMENTAL--HEALTH-------|5|10|ne/remove_random_labels_1_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|FOSSIL
31|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|Coal and natural gas power plants discharge carbon dioxide into the air, which causes a number of problems.|51|---ENVIRONMENTAL-FOSSIL-HEALTH-------|5|10|ne/remove_random_labels_1_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|FOSSIL
99|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|Coal and natural gas power plants discharge carbon dioxide into the air, which causes a number of problems.|40|---ENVIRONMENTAL---------|5|0|ne/remove_random_labels_1_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|FOSSIL
11|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|nuclear power plants discharge carbon dioxide into the air, which causes a number of accidents.|27|ACCIDENTS/SECURITY---ENVIRONMENTAL---------|4|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|FOSSIL-O-ENVIRONMENTAL|ACCIDENTS/SECURITY-WEAPONS
31|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|nuclear power plants discharge carbon dioxide into the air, which causes a number of accidents.|41|ACCIDENTS/SECURITY---ENVIRONMENTAL-FOSSIL--------|3|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|FOSSIL-O-ENVIRONMENTAL|ACCIDENTS/SECURITY-WEAPONS
99|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|nuclear power plants discharge carbon dioxide into the air, which causes a number of accidents.|145|ACCIDENTS/SECURITY---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-small_TOP10|FOSSIL-O-ENVIRONMENTAL|ACCIDENTS/SECURITY-WEAPONS
11|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|nuclear power plants discharge carbon dioxide into the air, which causes a number of environmental hazards.|20|---ENVIRONMENTAL---------|5|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|TECHNOLOGICAL-ACCIDENTS/SECURITY
31|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|nuclear power plants discharge carbon dioxide into the air, which causes a number of environmental hazards.|81|---ENVIRONMENTAL-FOSSIL--------|4|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|TECHNOLOGICAL-ACCIDENTS/SECURITY
99|ne|Coal and natural gas power plants discharge carbon dioxide into the air , which causes a number of environmental issues .|nuclear power plants discharge carbon dioxide into the air, which causes a number of environmental hazards.|154|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|FOSSIL-O-ENVIRONMENTAL|TECHNOLOGICAL-ACCIDENTS/SECURITY
11|ne|Cochran said that both SMRs and thorium have features that make them more attractive than traditional plants .|Cochran said that both nuclear energy plants and solar panels have features that make them more attractive than traditional plants.|59|-------RELIABILITY--TECHNOLOGICAL---|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|RENEWABLES
31|ne|Cochran said that both SMRs and thorium have features that make them more attractive than traditional plants .|Cochran said that both nuclear energy plants and solar panels have features that make them more attractive than traditional plants.|30|--ENERGY-----RELIABILITY-RENEWABLES----|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|RENEWABLES
99|ne|Cochran said that both SMRs and thorium have features that make them more attractive than traditional plants .|Cochran said that both nuclear energy plants and solar panels have features that make them more attractive than traditional plants.|30|------PUBLIC------|5|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|RENEWABLES
11|ne|Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster ( and that number includes those born with genetic mutations following the meltdown ) , and nuclear seems like much less of a health risk .|Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster, (and that number includes those born with cancer following the accident), and nuclear seems like much less of a risk.|1879|ACCIDENTS/SECURITY------------|4|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|HEALTH-O-ACCIDENTS/SECURITY|RENEWABLES-TECHNOLOGICAL
31|ne|Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster ( and that number includes those born with genetic mutations following the meltdown ) , and nuclear seems like much less of a health risk .|Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster, (and that number includes those born with cancer following the accident), and nuclear seems like much less of a risk.|51|ACCIDENTS/SECURITY--ENERGY----------|4|10|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|HEALTH-O-ACCIDENTS/SECURITY|RENEWABLES-TECHNOLOGICAL
99|ne|Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster ( and that number includes those born with genetic mutations following the meltdown ) , and nuclear seems like much less of a health risk .|Compare that to the 4,000 people the World Health Organization estimates were victimized by the Chernobyl nuclear disaster, (and that number includes those born with cancer following the accident), and nuclear seems like much less of a risk.|364|-----HEALTH-------|5|0|ne/framed_decoding0.2/exchange_random_labels_2_by_t5-large_TOP10|HEALTH-O-ACCIDENTS/SECURITY|RENEWABLES-TECHNOLOGICAL
11|ne|Construction cost overruns notwithstanding , most nuclear power plants produce electricity at competitive costs .|Construction of nuclear energy plants notwithstanding, most nuclear power plants produce electricity at a cost.|74|-COSTS-----------|4|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-COSTS|PUBLIC
31|ne|Construction cost overruns notwithstanding , most nuclear power plants produce electricity at competitive costs .|Construction of nuclear energy plants notwithstanding, most nuclear power plants produce electricity at a cost.|38|-COSTS-----------|3|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-COSTS|PUBLIC
99|ne|Construction cost overruns notwithstanding , most nuclear power plants produce electricity at competitive costs .|Construction of nuclear energy plants notwithstanding, most nuclear power plants produce electricity at a cost.|114|---ENVIRONMENTAL---------|3|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-COSTS|PUBLIC
11|ne|Corrosion could be an issue if the chemical balance is incorrect .|the nuclear waste could be an issue if the chemical balance is incorrect.|332|ACCIDENTS/SECURITY----------WASTE--|5|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY|PUBLIC
31|ne|Corrosion could be an issue if the chemical balance is incorrect .|the nuclear waste could be an issue if the chemical balance is incorrect.|29|----------WASTE--|3|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY|PUBLIC
99|ne|Corrosion could be an issue if the chemical balance is incorrect .|the nuclear waste could be an issue if the chemical balance is incorrect.|46|----------WASTE--|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-large_TOP10|O-ACCIDENTS/SECURITY|PUBLIC
11|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in federal subsides over the past 60 years (roughly 30 times more than conventional energy sources have received), nuclear power still costs substantially more than electricity made from natural gas, coal, oil or natural gas.|103|-COSTS-----------|5|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|COSTS-ENERGY-FOSSIL
31|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in federal subsides over the past 60 years (roughly 30 times more than conventional energy sources have received), nuclear power still costs substantially more than electricity made from natural gas, coal, oil or natural gas.|33|-COSTS-ENERGY----------|4|10|ne/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|COSTS-ENERGY-FOSSIL
99|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in federal subsides over the past 60 years (roughly 30 times more than conventional energy sources have received), nuclear power still costs substantially more than electricity made from natural gas, coal, oil or natural gas.|74|-COSTS-----------|5|0|ne/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|COSTS-ENERGY-FOSSIL
11|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in federal subsides over the past 60 years (roughly 30 times more than solar, wind and other renewable energy sources have received), nuclear power still costs substantially more than electricity made from wind, solar and other renewable renewable energy sources have received.|24|-COSTS-----------|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|RENEWABLES-ENERGY-COSTS
31|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in federal subsides over the past 60 years (roughly 30 times more than solar, wind and other renewable energy sources have received), nuclear power still costs substantially more than electricity made from wind, solar and other renewable renewable energy sources have received.|29|-COSTS-ENERGY------RENEWABLES----|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|RENEWABLES-ENERGY-COSTS
99|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in federal subsides over the past 60 years (roughly 30 times more than solar, wind and other renewable energy sources have received), nuclear power still costs substantially more than electricity made from wind, solar and other renewable renewable energy sources have received.|54|------------|4|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|RENEWABLES-ENERGY-COSTS
11|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in investment over the past 60 years (roughly 30 times more than solar, wind and other renewable energy sources have received), nuclear power still costs substantially more than electricity made from wind, coal, oil or natural gas.|22|-COSTS-----------|5|10|ne/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|RENEWABLES-FOSSIL-COSTS//RENEWABLES-COSTS-FOSSIL
31|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in investment over the past 60 years (roughly 30 times more than solar, wind and other renewable energy sources have received), nuclear power still costs substantially more than electricity made from wind, coal, oil or natural gas.|27|-COSTS-ENERGY------RENEWABLES----|4|0|ne/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|RENEWABLES-FOSSIL-COSTS//RENEWABLES-COSTS-FOSSIL
99|ne|Despite more than $ 150 billion in federal subsides over the past 60 years ( roughly 30 times more than solar , wind and other renewable energy sources have received ) , nuclear power still costs substantially more than electricity made from wind , coal , oil or natural gas .|Despite more than $150 billion in investment over the past 60 years (roughly 30 times more than solar, wind and other renewable energy sources have received), nuclear power still costs substantially more than electricity made from wind, coal, oil or natural gas.|46|-COSTS-----------|4|10|ne/remove_random_labels_1_by_t5-small_TOP10//ne/framed_decoding0.2/remove_random_labels_1_by_t5-large_TOP10|O-COSTS-RENEWABLES-ENERGY-FOSSIL|RENEWABLES-FOSSIL-COSTS//RENEWABLES-COSTS-FOSSIL
11|ne|Do we really want to invest in more fission technology , LFTR and similar , when LENR do not have these problems ?|Do we really want to invest in more fission technology, highly enriched fuel and similar, when LENR do not have these problems?|163|ACCIDENTS/SECURITY----FOSSIL--------|4|10|ne/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|PUBLIC
31|ne|Do we really want to invest in more fission technology , LFTR and similar , when LENR do not have these problems ?|Do we really want to invest in more fission technology, highly enriched fuel and similar, when LENR do not have these problems?|30|------------|2|-1|ne/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|PUBLIC
99|ne|Do we really want to invest in more fission technology , LFTR and similar , when LENR do not have these problems ?|Do we really want to invest in more fission technology, highly enriched fuel and similar, when LENR do not have these problems?|123|-COSTS--------TECHNOLOGICAL---|4|0|ne/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|PUBLIC
11|ne|Do we really want to invest in more fission technology , LFTR and similar , when LENR do not have these problems ?|Do we really want to invest in more fission technology, nuclear energy and similar, when LENR do not have these problems?|149|ACCIDENTS/SECURITY-COSTS-----------|5|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|ACCIDENTS/SECURITY
31|ne|Do we really want to invest in more fission technology , LFTR and similar , when LENR do not have these problems ?|Do we really want to invest in more fission technology, nuclear energy and similar, when LENR do not have these problems?|34|---------TECHNOLOGICAL---|2|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|ACCIDENTS/SECURITY
99|ne|Do we really want to invest in more fission technology , LFTR and similar , when LENR do not have these problems ?|Do we really want to invest in more fission technology, nuclear energy and similar, when LENR do not have these problems?|18|---------TECHNOLOGICAL---|4|0|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|ACCIDENTS/SECURITY
11|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods are underway.|87|-------RELIABILITY-----|5|0|ne/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|ENERGY
31|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods are underway.|27|---------TECHNOLOGICAL-WASTE--|3|0|ne/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|ENERGY
99|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods are underway.|78|------------|1|-1|ne/exchange_random_labels_1_by_t5-small_TOP10|HEALTH-O|ENERGY
11|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods entail nuclear enrichment and reuse.|31|-------RELIABILITY-----|5|0|ne/exchange_random_labels_1_by_t5-small_TOP50|HEALTH-O|ENERGY
31|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods entail nuclear enrichment and reuse.|21|---------TECHNOLOGICAL-WASTE--|3|-1|ne/exchange_random_labels_1_by_t5-small_TOP50|HEALTH-O|ENERGY
99|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods entail nuclear enrichment and reuse.|30|------------|2|0|ne/exchange_random_labels_1_by_t5-small_TOP50|HEALTH-O|ENERGY
11|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods have been a major concern. .|21|ACCIDENTS/SECURITY------------|5|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|HEALTH-O|PUBLIC
31|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods have been a major concern. .|16|---------TECHNOLOGICAL-WASTE--|4|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|HEALTH-O|PUBLIC
99|ne|Efforts to recycle it into consumer goods threaten our health .|Efforts to recycle it into consumer goods have been a major concern. .|25|------------|2|-1|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|HEALTH-O|PUBLIC
11|ne|Energy efficiency is more important than nuclear power .|nuclear energy is more important than nuclear power.|42|-------RELIABILITY-----|5|10|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-RELIABILITY|ENERGY//ENERGY
31|ne|Energy efficiency is more important than nuclear power .|nuclear energy is more important than nuclear power.|20|------------|1|-1|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-RELIABILITY|ENERGY//ENERGY
99|ne|Energy efficiency is more important than nuclear power .|nuclear energy is more important than nuclear power.|27|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP50//ne/framed_decoding0.2/exchange_random_labels_1_by_t5-small_TOP10|O-RELIABILITY|ENERGY//ENERGY
11|ne|Enthusiasts say that the third generation nuclear stations are cleaner and safer than their older counterparts and provide more energy and this , along with the need to reduce emissions , is driving nuclear power policy .|Enthusiasts say that the emissions are cleaner and safer than their older counterparts and provide more energy and this, along with the need to reduce emissions, is driving nuclear power policy.|49|--ENERGY-----RELIABILITY---WASTE--|5|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-RELIABILITY-TECHNOLOGICAL-ENVIRONMENTAL|ACCIDENTS/SECURITY-RELIABILITY-ENVIRONMENTAL
31|ne|Enthusiasts say that the third generation nuclear stations are cleaner and safer than their older counterparts and provide more energy and this , along with the need to reduce emissions , is driving nuclear power policy .|Enthusiasts say that the emissions are cleaner and safer than their older counterparts and provide more energy and this, along with the need to reduce emissions, is driving nuclear power policy.|43|--ENERGY-ENVIRONMENTAL---------|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-RELIABILITY-TECHNOLOGICAL-ENVIRONMENTAL|ACCIDENTS/SECURITY-RELIABILITY-ENVIRONMENTAL
99|ne|Enthusiasts say that the third generation nuclear stations are cleaner and safer than their older counterparts and provide more energy and this , along with the need to reduce emissions , is driving nuclear power policy .|Enthusiasts say that the emissions are cleaner and safer than their older counterparts and provide more energy and this, along with the need to reduce emissions, is driving nuclear power policy.|97|--ENERGY----PUBLIC------|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ACCIDENTS/SECURITY-RELIABILITY-TECHNOLOGICAL-ENVIRONMENTAL|ACCIDENTS/SECURITY-RELIABILITY-ENVIRONMENTAL
11|ne|Even if it will run out in the future and is not " renewable " , is it still worth pursuing now ( particularly in the face of global warming ) ?|Even if it will be nuclear energy and is environmentally damaging ", is it still worth pursuing now (particularly in the face of global warming)?|65|--ENERGY-ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL
31|ne|Even if it will run out in the future and is not " renewable " , is it still worth pursuing now ( particularly in the face of global warming ) ?|Even if it will be nuclear energy and is environmentally damaging ", is it still worth pursuing now (particularly in the face of global warming)?|36|---ENVIRONMENTAL---------|2|-1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL
99|ne|Even if it will run out in the future and is not " renewable " , is it still worth pursuing now ( particularly in the face of global warming ) ?|Even if it will be nuclear energy and is environmentally damaging ", is it still worth pursuing now (particularly in the face of global warming)?|59|---ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-RELIABILITY|ENVIRONMENTAL
11|ne|Even if these technologies were ready , they would n’t be deployable commercially for another two decades .|Even if these technologies were ready, they would n’t be available for another two decades.|19|---------TECHNOLOGICAL---|5|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|ACCIDENTS/SECURITY
31|ne|Even if these technologies were ready , they would n’t be deployable commercially for another two decades .|Even if these technologies were ready, they would n’t be available for another two decades.|26|---------TECHNOLOGICAL---|3|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|ACCIDENTS/SECURITY
99|ne|Even if these technologies were ready , they would n’t be deployable commercially for another two decades .|Even if these technologies were ready, they would n’t be available for another two decades.|88|---------TECHNOLOGICAL---|5|10|ne/framed_decoding0.1/exchange_random_labels_1_by_t5-large_TOP10|O-TECHNOLOGICAL|ACCIDENTS/SECURITY
11|ne|Even if these technologies were ready , they would n’t be deployable commercially for another two decades .|Even if these technologies were ready, they would n’t be much cheaper and more practical for another two decades.|30|-COSTS-----------|5|10|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|COSTS//COSTS
31|ne|Even if these technologies were ready , they would n’t be deployable commercially for another two decades .|Even if these technologies were ready, they would n’t be much cheaper and more practical for another two decades.|24|---------TECHNOLOGICAL---|4|0|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|COSTS//COSTS
99|ne|Even if these technologies were ready , they would n’t be deployable commercially for another two decades .|Even if these technologies were ready, they would n’t be much cheaper and more practical for another two decades.|30|-------RELIABILITY--TECHNOLOGICAL---|5|0|ne/exchange_random_labels_1_by_t5-small_TOP50//ne/exchange_random_labels_1_by_t5-small_TOP10|O-TECHNOLOGICAL|COSTS//COSTS
11|ne|Even when the entire life cycle is taken into account , however , nuclear energy warms the planet much less than coal or natural gas .|Even when the entire life cycle is taken into account, however, nuclear energy is much less than coal or natural gas.|27|-COSTS-----------|5|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL
31|ne|Even when the entire life cycle is taken into account , however , nuclear energy warms the planet much less than coal or natural gas .|Even when the entire life cycle is taken into account, however, nuclear energy is much less than coal or natural gas.|37|---ENVIRONMENTAL-FOSSIL------WASTE--|3|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL
99|ne|Even when the entire life cycle is taken into account , however , nuclear energy warms the planet much less than coal or natural gas .|Even when the entire life cycle is taken into account, however, nuclear energy is much less than coal or natural gas.|72|----FOSSIL--------|5|1|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|O-ENVIRONMENTAL-FOSSIL|FOSSIL
11|ne|Every dollar spent on nuclear is one less dollar spent on clean renewable energy and one more dollar spent on making the world a comparatively dirtier and a more dangerous place , because nuclear power and nuclear weapons go hand in hand .|Every dollar spent on nuclear is one less dollar spent on clean energy, and one more dollar spent on making the world a comparatively dirtier and a more dangerous place, because nuclear power and nuclear weapons go hand in hand.|769|-COSTS-ENERGY--------WASTE--|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|WEAPONS-O-RENEWABLES|WEAPONS
31|ne|Every dollar spent on nuclear is one less dollar spent on clean renewable energy and one more dollar spent on making the world a comparatively dirtier and a more dangerous place , because nuclear power and nuclear weapons go hand in hand .|Every dollar spent on nuclear is one less dollar spent on clean energy, and one more dollar spent on making the world a comparatively dirtier and a more dangerous place, because nuclear power and nuclear weapons go hand in hand.|57|ACCIDENTS/SECURITY-COSTS----------WEAPONS-|4|10|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|WEAPONS-O-RENEWABLES|WEAPONS
99|ne|Every dollar spent on nuclear is one less dollar spent on clean renewable energy and one more dollar spent on making the world a comparatively dirtier and a more dangerous place , because nuclear power and nuclear weapons go hand in hand .|Every dollar spent on nuclear is one less dollar spent on clean energy, and one more dollar spent on making the world a comparatively dirtier and a more dangerous place, because nuclear power and nuclear weapons go hand in hand.|110|-COSTS--ENVIRONMENTAL---------|4|0|ne/framed_decoding0.2/remove_random_labels_1_by_t5-small_TOP10|WEAPONS-O-RENEWABLES|WEAPONS
11|ne|Exorbitant Cost : Cost estimates for new reactor construction continue to soar and are unpredictable .|Exorbitant and expensive predictions are expected: the estimates for new reactor construction continue to soar and are unpredictable.|48|-COSTS------RELIABILITY-----|5|10|ne/exchange_random_labels_1_by_t5-small_TOP50|O-COSTS|HEALTH
31|ne|Exorbitant Cost : Cost estimates for new reactor construction continue to soar and are unpredictable .|Exorbitant and expensive predictions are expected: the estimates for new reactor construction continue to soar and are unpredictable.|44|-COSTS-----------|4|10|ne/exchange_random_labels_1_by_t5-small_TOP50|O-COSTS|HEALTH
99|ne|Exorbitant Cost : Cost estimates for new reactor construction continue to soar and are unpredictable .|Exorbitant and expensive predictions are expected: the estimates for new reactor construction continue to soar and are unpredictable.|2285|------PUBLIC------|4|0|ne/exchange_random_labels_1_by_t5-small_TOP50|O-COSTS|HEALTH
